Enemy,Initial_Diversity,Simulation,Generation,Fitness_Avg,Fitness_Std,Fitness_Max,Gain_Avg,Gain_Std,Gain_Max
1,0,0,0,-5.730099782973573,8.881784197001252e-16,-5.730099782973574,-100.0,0.0,-100.0
1,0,0,1,-4.645325236661201,6.376127727104014,39.14206684551654,-98.8,7.110555533852443,-50.0
1,0,0,2,-0.5925176206945784,12.320421356734956,39.14206684551654,-94.3,13.729894391436561,-50.0
1,0,0,3,13.013201118468583,17.680362362620446,48.10010264641751,-79.2,19.782820830205168,-40.0
1,0,0,4,34.060806755249914,8.271062008298983,48.10010264641751,-55.6,9.308061022576078,-40.0
1,0,0,5,39.398622574174354,1.7681494569022913,48.10010264641751,-49.6,1.9595917942265488,-40.0
1,0,0,6,40.42858665387721,4.468972916608261,75.01354799471557,-48.5,4.9749371855331,-10.0
1,0,0,7,42.452898193863156,6.9933019720680845,75.01354799471557,-46.3,7.830070242341355,-10.0
1,0,0,8,45.664207040725195,8.257393477854697,75.01354799471557,-42.7,9.257969539807306,-10.0
1,0,0,9,51.366939320026475,8.17913370175181,75.01354799471557,-36.3,9.127431182978029,-10.0
1,0,0,10,56.19834812140096,11.132328589989829,75.01354799471557,-30.9,12.41732660438629,-10.0
1,0,0,11,64.15191048541445,11.265057555923288,75.01354799471557,-22.0,12.489995996796797,-10.0
1,0,0,12,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,13,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,14,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,15,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,16,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,17,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,18,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,19,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,20,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,21,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,22,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,23,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,24,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,25,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,26,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,27,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,28,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,29,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,30,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,31,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,32,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,33,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,34,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,35,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,36,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,37,75.01354799471568,1.1368683772161603e-13,75.01354799471557,-10.0,0.0,-10.0
1,0,0,38,75.01359837265598,0.0005012541770540666,75.01858578874553,-10.0,0.0,-10.0
1,0,0,39,75.01454645059056,0.009441507112626714,75.10835578817422,-10.0,0.0,-10.0
1,0,0,40,75.01725897515507,0.02106055673971205,75.17991706964764,-10.0,0.0,-10.0
1,0,0,41,75.35622404047943,2.385167860817812,94.81261419415924,-8.34,12.231287749047539,100.0
1,0,0,42,75.75686442284227,3.6186379945081097,94.81261419415924,-6.14,19.47974332479761,100.0
1,0,0,43,76.7510634460155,5.498055406001638,94.81261419415924,-0.64,30.1952049173374,100.0
1,0,0,44,79.4776320032783,8.134977830431739,94.9001335721758,14.22,44.912265585249635,100.0
1,0,0,45,83.44011538430811,9.503273306066701,94.9001335721758,35.28,52.8783660867089,100.0
1,0,0,46,94.81780456637952,0.020551578754467153,94.9001335721758,100.0,0.0,100.0
1,0,0,47,94.82305572906053,0.028281799689844934,94.9001335721758,100.0,0.0,100.0
1,0,0,48,94.84224920176341,0.041297725926802684,94.9001335721758,100.0,0.0,100.0
1,0,0,49,94.86569706244559,0.04246451146233584,94.9001335721758,100.0,0.0,100.0
1,0,0,50,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,51,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,52,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,53,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,54,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,55,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,56,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,57,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,58,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,59,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,60,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,61,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,62,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,63,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,64,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,65,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,66,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,67,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,68,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,69,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,0,70,94.90013357217578,2.842170943040401e-14,94.9001335721758,100.0,0.0,100.0
1,0,1,0,-5.730099782973573,8.881784197001252e-16,-5.730099782973574,-100.0,0.0,-100.0
1,0,1,1,-4.379031551653299,6.8636382753162435,39.013547994715566,-98.5,7.664854858377946,-50.0
1,0,1,2,-0.8159605006955385,12.74107479228312,56.476437693850485,-94.44,14.820472327156105,-30.0
1,0,1,3,10.979016461184187,19.30528524937979,57.013547994715566,-81.34,21.98554979981168,-30.0
1,0,1,4,33.77969725733274,10.587356445278788,66.17695410451698,-55.74,12.108360747846916,-20.0
1,0,1,5,42.887545591232374,7.5042125675726865,66.17695410451698,-45.38,8.530861621196301,-20.0
1,0,1,6,46.94395293287605,8.571674500234948,66.17695410451698,-40.72,9.568782576691769,-20.0
1,0,1,7,53.547359131999556,6.7330940167151505,66.17695410451698,-33.0,6.618156843109719,-20.0
1,0,1,8,59.38932022786783,4.299427789653907,75.04675666571221,-27.3,4.6593991028886945,-10.0
1,0,1,9,61.59351670100122,5.043991891259125,75.04675666571221,-25.0,5.5677643628300215,-10.0
1,0,1,10,66.40896738922771,2.9464228981323246,75.04675666571221,-19.7,3.3030289129827537,-10.0
1,0,1,11,67.4160125909059,3.0788026446723573,75.04675666571221,-18.6,3.4698703145794996,-10.0
1,0,1,12,68.83789487287547,4.064654163599033,75.04675666571221,-17.0,4.58257569495584,-10.0
1,0,1,13,73.11606153960011,4.36768916040976,94.85250552318655,-11.3,11.971215477135164,100.0
1,0,1,14,75.24481415428708,1.9706471295675707,94.85250552318655,-8.9,10.94486180817278,100.0
1,0,1,15,75.24481415428708,1.9706471295675707,94.85250552318655,-8.9,10.94486180817278,100.0
1,0,1,16,75.24481415428708,1.9706471295675707,94.85250552318655,-8.9,10.94486180817278,100.0
1,0,1,17,75.64025471862861,3.3747772781632888,94.85250552318655,-6.7,18.764594320155165,100.0
1,0,1,18,76.03502087016219,4.307750131803988,94.85250552318655,-4.5,23.973944189473706,100.0
1,0,1,19,76.8252275860373,5.6551851410200005,94.85250552318655,-0.1,31.479993646759127,100.0
1,0,1,20,79.3952540478533,8.187964618810929,94.85250552318655,14.2,45.567093389857675,100.0
1,0,1,21,84.53058608182955,9.871105466758738,94.85250552318655,42.8,54.95598238590591,100.0
1,0,1,22,94.80394780101375,0.030281059975453117,94.85250552318655,100.0,0.0,100.0
1,0,1,23,94.82350577244449,0.03338854279081929,94.85250552318655,100.0,0.0,100.0
1,0,1,24,94.85250552318652,2.842170943040401e-14,94.85250552318655,100.0,0.0,100.0
1,0,1,25,94.85250552318652,2.842170943040401e-14,94.85250552318655,100.0,0.0,100.0
1,0,1,26,94.85250552318652,2.842170943040401e-14,94.85250552318655,100.0,0.0,100.0
